chrm	peak_start	peak_end	TF	peak_enrichment	prom_start	prom_end	promoter	prom_strand	distance	simple_name	class	gene
ZM4	1204504	1204505	ZMO0781	659.01	1204323	1204324	TSS_2670	-	-181	ZMO0781 (LysR)	TF homology	ZMO1182
ZM4	1208131	1208132	ZMO0781	202.554	1208142	1208143	TSS_2676	+	-11	ZMO0781 (LysR)	TF homology	ZMO1185
ZM4	1225545	1225546	ZMO0781	124.753	1225593	1225594	TSS_2694	+	-48	ZMO0781 (LysR)	TF homology	ZMO1198
ZM4	1226879	1226880	ZMO0781	4324.82	1226918	1226919	TSS_2697	+	-39	ZMO0781 (LysR)	TF homology	ZMO1200
ZM4	1242296	1242297	ZMO0781	1654.08	1242330	1242331	TSS_2751	+	-34	ZMO0781 (LysR)	TF homology	ZMO1215
ZM4	1262963	1262964	ZMO0781	17872.5	1262861	1262862	TSS_2826	-	-102	ZMO0781 (LysR)	TF homology	ZMO1236
ZM4	1278729	1278730	ZMO0781	503.382	1278786	1278787	TSS_2859	+	-57	ZMO0781 (LysR)	TF homology	ZMO1261
ZM4	1304040	1304041	ZMO0781	129.924	1304150	1304151	TSS_2916	+	-110	ZMO0781 (LysR)	TF homology	ZMO1288
ZM4	1307797	1307798	ZMO0781	61.3211	1307713	1307714	TSS_2933	-	-84	ZMO0781 (LysR)	TF homology	ZMO1291
ZM4	1308094	1308095	ZMO0781	65.0918	1308264	1308265	TSS_2934	+	-170	ZMO0781 (LysR)	TF homology	ZMO1294
ZM4	1311295	1311296	ZMO0781	19599.3	1311230	1311231	TSS_2940	-	-65	ZMO0781 (LysR)	TF homology	ZMO2015
ZM4	1312926	1312927	ZMO0781	1958.4	1312976	1312977	TSS_2941	+	-50	ZMO0781 (LysR)	TF homology	ZMO1298
ZM4	1315854	1315855	ZMO0781	8.9741	1315843	1315844	TSS_2947	+	11	ZMO0781 (LysR)	TF homology	ZMO2017
ZM4	1341570	1341571	ZMO0781	1714.7	1341572	1341573	TSS_2994	+	-2	ZMO0781 (LysR)	TF homology	ZMO1322
ZM4	1371117	1371118	ZMO0781	595.063	1371021	1371022	TSS_3096	-	-96	ZMO0781 (LysR)	TF homology	ZMO1354
ZM4	1421030	1421031	ZMO0781	46.313	1420890	1420891	TSS_3191	-	-140	ZMO0781 (LysR)	TF homology	ZMO1406
ZM4	1422126	1422127	ZMO0781	5732.66	1422132	1422133	TSS_3193	-	6	ZMO0781 (LysR)	TF homology	ZMO1407
ZM4	1440674	1440675	ZMO0781	57.9214	1440794	1440795	TSS_3236	+	-120	ZMO0781 (LysR)	TF homology	ZMO1424
ZM4	1459668	1459669	ZMO0781	7231.41	1459607	1459608	TSS_3260	-	-61	ZMO0781 (LysR)	TF homology	ZMO1440
ZM4	1480948	1480949	ZMO0781	979.739	1480998	1480999	TSS_3279	-	50	ZMO0781 (LysR)	TF homology	ZMO1459
ZM4	1486412	1486413	ZMO0781	309.872	1486365	1486366	TSS_3285	-	-47	ZMO0781 (LysR)	TF homology	ZMO1464
ZM4	1492466	1492467	ZMO0781	230.573	1492604	1492605	TSS_3294	-	138	ZMO0781 (LysR)	TF homology	ZMO1468
ZM4	1522309	1522310	ZMO0781	22817.7	1522124	1522125	TSS_3380	-	-185	ZMO0781 (LysR)	TF homology	ZMO1495
ZM4	1547084	1547085	ZMO0781	15486.4	1547277	1547278	TSS_3436	+	-193	ZMO0781 (LysR)	TF homology	ZMO1522
ZM4	1550564	1550565	ZMO0781	25.9961	1550719	1550720	TSS_3456	+	-155	ZMO0781 (LysR)	TF homology	ZMO1524
ZM4	1563119	1563120	ZMO0781	104.405	1563114	1563115	TSS_3473	-	-5	ZMO0781 (LysR)	TF homology	ZMO1529
ZM4	1563119	1563120	ZMO0781	104.405	1563124	1563125	TSS_3474	+	-5	ZMO0781 (LysR)	TF homology	ZMO1530
ZM4	1604527	1604528	ZMO0781	5102.14	1604521	1604522	TSS_3543	-	-6	ZMO0781 (LysR)	TF homology	ZMO1570
ZM4	1604958	1604959	ZMO0781	118.392	1605086	1605087	TSS_3544	+	-128	ZMO0781 (LysR)	TF homology	ZMO1571
ZM4	1636641	1636642	ZMO0781	41951.2	1636761	1636762	TSS_3575	+	-120	ZMO0781 (LysR)	TF homology	ZMO1596
ZM4	1677097	1677098	ZMO0781	21.4289	1676955	1676956	TSS_3668	-	-142	ZMO0781 (LysR)	TF homology	ZMO1631
ZM4	1695513	1695514	ZMO0781	78.6726	1695623	1695624	TSS_3704	+	-110	ZMO0781 (LysR)	TF homology	ZMO1648
ZM4	1696551	1696552	ZMO0781	1795.26	1696586	1696587	TSS_3707	+	-35	ZMO0781 (LysR)	TF homology	ZMO1649
ZM4	1703848	1703849	ZMO0781	32.0777	1703841	1703842	TSS_3731	-	-7	ZMO0781 (LysR)	TF homology	ZMO1653
ZM4	1726612	1726613	ZMO0781	79.4901	1726705	1726706	TSS_3767	+	-93	ZMO0781 (LysR)	TF homology	ZMO1681
ZM4	1751744	1751745	ZMO0781	152.212	1751658	1751659	TSS_3808	+	86	ZMO0781 (LysR)	TF homology	ZMO1700
ZM4	1768379	1768380	ZMO0781	35.5049	1768475	1768476	TSS_3866	+	-96	ZMO0781 (LysR)	TF homology	ZMO1719
ZM4	1780336	1780337	ZMO0781	914.881	1780429	1780430	TSS_3907	+	-93	ZMO0781 (LysR)	TF homology	ZMO1734
ZM4	1796875	1796876	ZMO0781	6506.82	1796927	1796928	TSS_3931	+	-52	ZMO0781 (LysR)	TF homology	ZMO1751
ZM4	1800760	1800761	ZMO0781	573.625	1800740	1800741	TSS_3965	-	-20	ZMO0781 (LysR)	TF homology	ZMO1754
ZM4	1801826	1801827	ZMO0781	2938.73	1801999	1802000	TSS_3966	+	-173	ZMO0781 (LysR)	TF homology	ZMO1756
ZM4	1821075	1821076	ZMO0781	19272.5	1821000	1821001	TSS_3999	+	75	ZMO0781 (LysR)	TF homology	ZMO1776
ZM4	1860658	1860659	ZMO0781	24.3903	1860551	1860552	TSS_4093	-	-107	ZMO0781 (LysR)	TF homology	ZMO1815
ZM4	1868463	1868464	ZMO0781	455.042	1868635	1868636	TSS_4103	+	-172	ZMO0781 (LysR)	TF homology	ZMO1823
ZM4	1882328	1882329	ZMO0781	447.581	1882292	1882293	TSS_4112	-	-36	ZMO0781 (LysR)	TF homology	ZMO1838
ZM4	1890310	1890311	ZMO0781	29.0519	1890387	1890388	TSS_4135	+	-77	ZMO0781 (LysR)	TF homology	ZMO1849
ZM4	1893326	1893327	ZMO0781	41.6623	1893193	1893194	TSS_4139	-	-133	ZMO0781 (LysR)	TF homology	ZMO1850
ZM4	1927992	1927993	ZMO0781	989.514	1927930	1927931	TSS_4180	-	-62	ZMO0781 (LysR)	TF homology	ZMO1875
ZM4	1965679	1965680	ZMO0781	18.627	1965803	1965804	TSS_4297	+	-124	ZMO0781 (LysR)	TF homology	ZMO1913
ZM4	2045839	2045840	ZMO0781	453.44	2045899	2045900	TSS_4417	+	-60	ZMO0781 (LysR)	TF homology	ZMO1983
pZM32	11862	11863	ZMO0781	139.229	11969	11970	TSS_4449	+	-107	ZMO0781 (LysR)	TF homology	ZMOp32x010
pZM33	2377	2378	ZMO0781	4274.79	2327	2328	TSS_4498	-	-50	ZMO0781 (LysR)	TF homology	ZMOp33x004
pZM33	4710	4711	ZMO0781	2771.32	4574	4575	TSS_4504	-	-136	ZMO0781 (LysR)	TF homology	ZMOp33x008
pZM33	13547	13548	ZMO0781	128.727	13446	13447	TSS_4522	+	101	ZMO0781 (LysR)	TF homology	ZMOp33x018
ZM4	318419	318420	ZMO0925	22.211	318303	318304	TSS_0612	-	-116	ZMO0925 (Cold shock)	Predicted DBD	ZMO0315
ZM4	18302	18303	ZMO0940	47.6094	18318	18319	TSS_0019	+	-16	ZMO0940 (MarR)	TF homology	ZMO0016
ZM4	26077	26078	ZMO0940	432.142	26028	26029	TSS_0027	-	-49	ZMO0940 (MarR)	TF homology	ZMO0022
ZM4	34154	34155	ZMO0940	41.417	34171	34172	TSS_0032	+	-17	ZMO0940 (MarR)	TF homology	ZMO0030
ZM4	41151	41152	ZMO0940	77.4649	41041	41042	TSS_0056	-	-110	ZMO0940 (MarR)	TF homology	ZMO0039
ZM4	43340	43341	ZMO0940	1801.17	43156	43157	TSS_0059	-	-184	ZMO0940 (MarR)	TF homology	ZMO0043
ZM4	50890	50891	ZMO0940	67.014	50901	50902	TSS_0064	-	11	ZMO0940 (MarR)	TF homology	ZMO0055
ZM4	52853	52854	ZMO0940	301.147	52847	52848	TSS_0067	-	-6	ZMO0940 (MarR)	TF homology	ZMO0056
ZM4	59945	59946	ZMO0940	3008.81	60122	60123	TSS_0077	+	-177	ZMO0940 (MarR)	TF homology	ZMO0068
ZM4	61505	61506	ZMO0940	176.004	61521	61522	TSS_0079	+	-16	ZMO0940 (MarR)	TF homology	ZMO0069
ZM4	66982	66983	ZMO0940	23.843	67080	67081	TSS_0090	-	98	ZMO0940 (MarR)	TF homology	ZMO0075
ZM4	71542	71543	ZMO0940	18.1358	71485	71486	TSS_0095	-	-57	ZMO0940 (MarR)	TF homology	ZMO0081
ZM4	79658	79659	ZMO0940	433.486	79619	79620	TSS_0102	-	-39	ZMO0940 (MarR)	TF homology	ZMO0087
ZM4	83651	83652	ZMO0940	25479.3	83751	83752	TSS_0108	+	-100	ZMO0940 (MarR)	TF homology	ZMO0094
ZM4	85389	85390	ZMO0940	521.2	85198	85199	TSS_0111	-	-191	ZMO0940 (MarR)	TF homology	ZMO0095
ZM4	89761	89762	ZMO0940	1583.55	89833	89834	TSS_0116	+	-72	ZMO0940 (MarR)	TF homology	ZMO0103
ZM4	110437	110438	ZMO0940	43.8996	110455	110456	TSS_0154	+	-18	ZMO0940 (MarR)	TF homology	ZMO0122
ZM4	124235	124236	ZMO0940	50.3252	124201	124202	TSS_0180	+	34	ZMO0940 (MarR)	TF homology	ZMO2041
ZM4	161794	161795	ZMO0940	18.6275	161767	161768	TSS_0289	+	27	ZMO0940 (MarR)	TF homology	ZMO0176
ZM4	165013	165014	ZMO0940	6938.37	165095	165096	TSS_0324	+	-82	ZMO0940 (MarR)	TF homology	ZMO0178
ZM4	167110	167111	ZMO0940	3461.49	167061	167062	TSS_0327	+	49	ZMO0940 (MarR)	TF homology	ZMO0179
ZM4	175569	175570	ZMO0940	408.008	175568	175569	TSS_0372	+	1	ZMO0940 (MarR)	TF homology	ZMO0187
ZM4	197201	197202	ZMO0940	91.3139	197126	197127	TSS_0402	+	75	ZMO0940 (MarR)	TF homology	ZMO0202
ZM4	205161	205162	ZMO0940	440.883	205071	205072	TSS_0415	-	-90	ZMO0940 (MarR)	TF homology	ZMO0211
ZM4	216762	216763	ZMO0940	50.3608	216845	216846	TSS_0429	+	-83	ZMO0940 (MarR)	TF homology	ZMO0221
ZM4	220025	220026	ZMO0940	291.372	219888	219889	TSS_0434	-	-137	ZMO0940 (MarR)	TF homology	ZMO0224
ZM4	228081	228082	ZMO0940	2048.28	228082	228083	TSS_0442	+	-1	ZMO0940 (MarR)	TF homology	ZMO0231
ZM4	234191	234192	ZMO0940	500.147	234091	234092	TSS_0457	+	100	ZMO0940 (MarR)	TF homology	ZMO0238
ZM4	243023	243024	ZMO0940	99.0918	242970	242971	TSS_0489	+	53	ZMO0940 (MarR)	TF homology	ZMO0249
ZM4	245014	245015	ZMO0940	349.039	245089	245090	TSS_0500	+	-75	ZMO0940 (MarR)	TF homology	ZMO0252
ZM4	258823	258824	ZMO0940	557.727	259009	259010	TSS_0512	+	-186	ZMO0940 (MarR)	TF homology	ZMO0256
ZM4	276423	276424	ZMO0940	241.235	276580	276581	TSS_0538	+	-157	ZMO0940 (MarR)	TF homology	ZMO0271
ZM4	282816	282817	ZMO0940	388.993	282731	282732	TSS_0547	-	-85	ZMO0940 (MarR)	TF homology	ZMO0275
ZM4	294217	294218	ZMO0940	87.6983	294294	294295	TSS_0581	-	77	ZMO0940 (MarR)	TF homology	ZMO0286
ZM4	299277	299278	ZMO0940	33.2118	299414	299415	TSS_0587	-	137	ZMO0940 (MarR)	TF homology	ZMO0293
ZM4	300073	300074	ZMO0940	65.9781	300226	300227	TSS_0589	-	153	ZMO0940 (MarR)	TF homology	ZMO0294
ZM4	312490	312491	ZMO0940	30.6223	312500	312501	TSS_0603	+	-10	ZMO0940 (MarR)	TF homology	ZMO0309
ZM4	314410	314411	ZMO0940	78.2509	314512	314513	TSS_0606	-	102	ZMO0940 (MarR)	TF homology	ZMO0311
ZM4	332229	332230	ZMO0940	47.2435	332345	332346	TSS_0644	-	116	ZMO0940 (MarR)	TF homology	ZMO0332
ZM4	338796	338797	ZMO0940	277.932	338784	338785	TSS_0659	-	-12	ZMO0940 (MarR)	TF homology	ZMO0343
ZM4	340234	340235	ZMO0940	51.8319	340224	340225	TSS_0665	+	10	ZMO0940 (MarR)	TF homology	ZMO0345
ZM4	346493	346494	ZMO0940	203.77	346690	346691	TSS_0687	+	-197	ZMO0940 (MarR)	TF homology	ZMO0351
ZM4	357245	357246	ZMO0940	13498.8	357222	357223	TSS_0700	+	23	ZMO0940 (MarR)	TF homology	ZMO0355
ZM4	363783	363784	ZMO0940	190.418	363690	363691	TSS_0711	+	93	ZMO0940 (MarR)	TF homology	ZMO0361
ZM4	367375	367376	ZMO0940	123.321	367275	367276	TSS_0720	+	100	ZMO0940 (MarR)	TF homology	ZMO0363
ZM4	372668	372669	ZMO0940	81.0224	372624	372625	TSS_0745	+	44	ZMO0940 (MarR)	TF homology	ZMO0367
ZM4	391726	391727	ZMO0940	262.247	391738	391739	TSS_0793	+	-12	ZMO0940 (MarR)	TF homology	ZMO0385
ZM4	397694	397695	ZMO0940	1736.61	397722	397723	TSS_0795	+	-28	ZMO0940 (MarR)	TF homology	ZMO0395
ZM4	405792	405793	ZMO0940	149.917	405797	405798	TSS_0803	-	5	ZMO0940 (MarR)	TF homology	ZMO0402
ZM4	406768	406769	ZMO0940	73.8975	406810	406811	TSS_0804	-	42	ZMO0940 (MarR)	TF homology	ZMO0403
ZM4	410569	410570	ZMO0940	32.424	410669	410670	TSS_0814	+	-100	ZMO0940 (MarR)	TF homology	ZMO0407
ZM4	419944	419945	ZMO0940	447.412	419827	419828	TSS_0833	-	-117	ZMO0940 (MarR)	TF homology	ZMO0414
ZM4	425311	425312	ZMO0940	58.2329	425420	425421	TSS_0839	+	-109	ZMO0940 (MarR)	TF homology	ZMO0422
ZM4	425439	425440	ZMO0940	168.068	425420	425421	TSS_0839	+	19	ZMO0940 (MarR)	TF homology	ZMO0422
ZM4	434984	434985	ZMO0940	651.788	434909	434910	TSS_0853	-	-75	ZMO0940 (MarR)	TF homology	ZMO0433
ZM4	470667	470668	ZMO0940	867.421	470633	470634	TSS_0953	-	-34	ZMO0940 (MarR)	TF homology	ZMO0477
ZM4	472244	472245	ZMO0940	272.62	472301	472302	TSS_0960	+	-57	ZMO0940 (MarR)	TF homology	ZMO0480
ZM4	472718	472719	ZMO0940	24.9417	472678	472679	TSS_0962	+	40	ZMO0940 (MarR)	TF homology	ZMO0480
ZM4	487823	487824	ZMO0940	12.0686	487927	487928	TSS_1008	+	-104	ZMO0940 (MarR)	TF homology	ZMO0492
ZM4	488388	488389	ZMO0940	241.05	488384	488385	TSS_1018	+	4	ZMO0940 (MarR)	TF homology	ZMO0493
ZM4	489946	489947	ZMO0940	18.282	489935	489936	TSS_1023	+	11	ZMO0940 (MarR)	TF homology	ZMO0494
ZM4	509294	509295	ZMO0940	21.967	509404	509405	TSS_1045	+	-110	ZMO0940 (MarR)	TF homology	ZMO0507
ZM4	509530	509531	ZMO0940	7914.78	509404	509405	TSS_1045	+	126	ZMO0940 (MarR)	TF homology	ZMO0507
ZM4	516727	516728	ZMO0940	5170.86	516633	516634	TSS_1073	+	94	ZMO0940 (MarR)	TF homology	ZMO0515
ZM4	527796	527797	ZMO0940	173.525	527862	527863	TSS_1179	+	-66	ZMO0940 (MarR)	TF homology	ZMO0532
ZM4	543544	543545	ZMO0940	234.958	543526	543527	TSS_1287	-	-18	ZMO0940 (MarR)	TF homology	ZMO2050
ZM4	544561	544562	ZMO0940	461.917	544541	544542	TSS_1289	-	-20	ZMO0940 (MarR)	TF homology	ZMO0547
ZM4	556711	556712	ZMO0940	412.01	556627	556628	TSS_1327	-	-84	ZMO0940 (MarR)	TF homology	ZMO0557
ZM4	559116	559117	ZMO0940	395.001	559230	559231	TSS_1328	+	-114	ZMO0940 (MarR)	TF homology	ZMO0560
ZM4	569894	569895	ZMO0940	1908.19	569906	569907	TSS_1353	-	12	ZMO0940 (MarR)	TF homology	ZMO0566
ZM4	573525	573526	ZMO0940	29.0389	573476	573477	TSS_1369	+	49	ZMO0940 (MarR)	TF homology	ZMO0571
ZM4	591409	591410	ZMO0940	496.969	591469	591470	TSS_1383	-	60	ZMO0940 (MarR)	TF homology	ZMO0588
ZM4	592937	592938	ZMO0940	55.9412	592852	592853	TSS_1386	+	85	ZMO0940 (MarR)	TF homology	ZMO0590
ZM4	606149	606150	ZMO0940	98.6913	606167	606168	TSS_1409	-	18	ZMO0940 (MarR)	TF homology	ZMO0603
ZM4	610655	610656	ZMO0940	171.382	610824	610825	TSS_1416	-	169	ZMO0940 (MarR)	TF homology	ZMO0608
ZM4	618963	618964	ZMO0940	4117.92	619099	619100	TSS_1442	+	-136	ZMO0940 (MarR)	TF homology	ZMO0624
ZM4	620581	620582	ZMO0940	37.1545	620685	620686	TSS_1445	+	-104	ZMO0940 (MarR)	TF homology	ZMO0625
ZM4	625347	625348	ZMO0940	34.1445	625384	625385	TSS_1453	-	37	ZMO0940 (MarR)	TF homology	ZMO0629
ZM4	625793	625794	ZMO0940	17.2054	625894	625895	TSS_1454	+	-101	ZMO0940 (MarR)	TF homology	ZMO0631
ZM4	640980	640981	ZMO0940	35.0604	641037	641038	TSS_1471	+	-57	ZMO0940 (MarR)	TF homology	ZMO0651
ZM4	642642	642643	ZMO0940	748.513	642643	642644	TSS_1477	+	-1	ZMO0940 (MarR)	TF homology	ZMO0652
ZM4	644372	644373	ZMO0940	342.33	644525	644526	TSS_1488	-	153	ZMO0940 (MarR)	TF homology	ZMO0653
ZM4	652696	652697	ZMO0940	49.6931	652673	652674	TSS_1496	+	23	ZMO0940 (MarR)	TF homology	ZMO0659
ZM4	659133	659134	ZMO0940	69.1788	659134	659135	TSS_1515	+	-1	ZMO0940 (MarR)	TF homology	ZMO0664
ZM4	662394	662395	ZMO0940	66.4695	662411	662412	TSS_1519	+	-17	ZMO0940 (MarR)	TF homology	ZMO0665
ZM4	672773	672774	ZMO0940	527.18	672719	672720	TSS_1558	-	-54	ZMO0940 (MarR)	TF homology	ZMO0677
ZM4	687601	687602	ZMO0940	15.6151	687621	687622	TSS_1575	-	20	ZMO0940 (MarR)	TF homology	ZMO0689
ZM4	704179	704180	ZMO0940	587.547	703984	703985	TSS_1605	-	-195	ZMO0940 (MarR)	TF homology	ZMO0704
ZM4	707707	707708	ZMO0940	4.77644	707658	707659	TSS_1608	-	-49	ZMO0940 (MarR)	TF homology	ZMO0709
ZM4	711985	711986	ZMO0940	7934.28	711827	711828	TSS_1619	+	158	ZMO0940 (MarR)	TF homology	ZMO0713
ZM4	740342	740343	ZMO0940	103.239	740400	740401	TSS_1713	+	-58	ZMO0940 (MarR)	TF homology	ZMO0738
ZM4	748378	748379	ZMO0940	6897.21	748436	748437	TSS_1738	-	58	ZMO0940 (MarR)	TF homology	ZMO0748
ZM4	749767	749768	ZMO0940	139.592	749710	749711	TSS_1751	-	-57	ZMO0940 (MarR)	TF homology	ZMO0749
ZM4	771288	771289	ZMO0940	196.985	771418	771419	TSS_1786	+	-130	ZMO0940 (MarR)	TF homology	ZMO0776
ZM4	771545	771546	ZMO0940	46.4762	771418	771419	TSS_1786	+	127	ZMO0940 (MarR)	TF homology	ZMO0776
ZM4	771823	771824	ZMO0940	11.9983	771695	771696	TSS_1787	+	128	ZMO0940 (MarR)	TF homology	ZMO0776
ZM4	773215	773216	ZMO0940	19.2631	773232	773233	TSS_1788	-	17	ZMO0940 (MarR)	TF homology	ZMO0777
ZM4	784582	784583	ZMO0940	3468.34	784638	784639	TSS_1801	+	-56	ZMO0940 (MarR)	TF homology	ZMO0786
ZM4	800902	800903	ZMO0940	37.9018	800836	800837	TSS_1811	-	-66	ZMO0940 (MarR)	TF homology	ZMO0797
ZM4	812973	812974	ZMO0940	41.6603	812943	812944	TSS_1816	-	-30	ZMO0940 (MarR)	TF homology	ZMO0806
ZM4	814493	814494	ZMO0940	3038.7	814346	814347	TSS_1818	-	-147	ZMO0940 (MarR)	TF homology	ZMO0807
ZM4	824582	824583	ZMO0940	847.099	824565	824566	TSS_1866	+	17	ZMO0940 (MarR)	TF homology	ZMO0821
ZM4	825179	825180	ZMO0940	1050.88	825345	825346	TSS_1867	+	-166	ZMO0940 (MarR)	TF homology	ZMO0822
ZM4	826805	826806	ZMO0940	210.065	826778	826779	TSS_1868	+	27	ZMO0940 (MarR)	TF homology	ZMO0823
ZM4	831937	831938	ZMO0940	57.3105	831738	831739	TSS_1873	+	199	ZMO0940 (MarR)	TF homology	ZMO0827
ZM4	845402	845403	ZMO0940	37.0819	845509	845510	TSS_1896	+	-107	ZMO0940 (MarR)	TF homology	ZMO0840
ZM4	858225	858226	ZMO0940	543.202	858191	858192	TSS_1917	+	34	ZMO0940 (MarR)	TF homology	ZMO0847
ZM4	862319	862320	ZMO0940	72.6703	862488	862489	TSS_1919	+	-169	ZMO0940 (MarR)	TF homology	ZMO0850
ZM4	862675	862676	ZMO0940	17.9265	862764	862765	TSS_1922	+	-89	ZMO0940 (MarR)	TF homology	ZMO0850
ZM4	862867	862868	ZMO0940	35.9918	862766	862767	TSS_1923	+	101	ZMO0940 (MarR)	TF homology	ZMO0850
ZM4	871134	871135	ZMO0940	24.2511	871328	871329	TSS_1939	+	-194	ZMO0940 (MarR)	TF homology	Zms16
ZM4	871520	871521	ZMO0940	1136.64	871576	871577	TSS_1946	+	-56	ZMO0940 (MarR)	TF homology	ZMO0861
ZM4	875197	875198	ZMO0940	16.0719	875072	875073	TSS_1953	+	125	ZMO0940 (MarR)	TF homology	ZMO0865
ZM4	876366	876367	ZMO0940	10827.3	876426	876427	TSS_1956	+	-60	ZMO0940 (MarR)	TF homology	ZMO0866
ZM4	876858	876859	ZMO0940	155.165	876775	876776	TSS_1957	+	83	ZMO0940 (MarR)	TF homology	ZMO0866
ZM4	877897	877898	ZMO0940	27.3148	877979	877980	TSS_1958	+	-82	ZMO0940 (MarR)	TF homology	ZMO0867
ZM4	885254	885255	ZMO0940	459.324	885260	885261	TSS_1965	+	-6	ZMO0940 (MarR)	TF homology	ZMO0873
ZM4	888250	888251	ZMO0940	563.851	888204	888205	TSS_1972	-	-46	ZMO0940 (MarR)	TF homology	ZMO0875
ZM4	892889	892890	ZMO0940	50.5234	892798	892799	TSS_1989	-	-91	ZMO0940 (MarR)	TF homology	ZMO0880
ZM4	894380	894381	ZMO0940	589.076	894384	894385	TSS_1991	-	4	ZMO0940 (MarR)	TF homology	ZMO0882
ZM4	895658	895659	ZMO0940	891.057	895606	895607	TSS_1998	-	-52	ZMO0940 (MarR)	TF homology	ZMO0884
ZM4	899167	899168	ZMO0940	841.373	899111	899112	TSS_2003	-	-56	ZMO0940 (MarR)	TF homology	ZMO0889
ZM4	932586	932587	ZMO0940	64.7559	932566	932567	TSS_2068	+	20	ZMO0940 (MarR)	TF homology	ZMO0915
ZM4	935207	935208	ZMO0940	115.497	935263	935264	TSS_2073	+	-56	ZMO0940 (MarR)	TF homology	ZMO0917
ZM4	937101	937102	ZMO0940	140.261	937176	937177	TSS_2079	+	-75	ZMO0940 (MarR)	TF homology	ZMO0918
ZM4	938807	938808	ZMO0940	655.516	938778	938779	TSS_2085	+	29	ZMO0940 (MarR)	TF homology	ZMO0919
ZM4	951197	951198	ZMO0940	35.3736	951136	951137	TSS_2105	-	-61	ZMO0940 (MarR)	TF homology	ZMO0927
ZM4	957583	957584	ZMO0940	8002.13	957435	957436	TSS_2111	-	-148	ZMO0940 (MarR)	TF homology	ZMO0937
ZM4	965712	965713	ZMO0940	89.5982	965587	965588	TSS_2132	+	125	ZMO0940 (MarR)	TF homology	ZMO0946
ZM4	968154	968155	ZMO0940	322.439	968192	968193	TSS_2139	+	-38	ZMO0940 (MarR)	TF homology	ZMO0948
ZM4	972288	972289	ZMO0940	1268.45	972262	972263	TSS_2153	-	-26	ZMO0940 (MarR)	TF homology	ZMO0952
ZM4	978050	978051	ZMO0940	7.33176	977944	977945	TSS_2160	+	106	ZMO0940 (MarR)	TF homology	ZMO0961
ZM4	980185	980186	ZMO0940	1721.05	980120	980121	TSS_2162	+	65	ZMO0940 (MarR)	TF homology	ZMO0964
ZM4	984876	984877	ZMO0940	548.857	984710	984711	TSS_2178	+	166	ZMO0940 (MarR)	TF homology	ZMO0967
ZM4	1008322	1008323	ZMO0940	79.398	1008319	1008320	TSS_2205	-	-3	ZMO0940 (MarR)	TF homology	ZMO0986
ZM4	1010348	1010349	ZMO0940	103.025	1010381	1010382	TSS_2224	-	33	ZMO0940 (MarR)	TF homology	ZMO0989
ZM4	1012398	1012399	ZMO0940	28.9533	1012360	1012361	TSS_2228	-	-38	ZMO0940 (MarR)	TF homology	ZMO0992
ZM4	1015650	1015651	ZMO0940	48.6406	1015590	1015591	TSS_2246	+	60	ZMO0940 (MarR)	TF homology	ZMO0998
ZM4	1041119	1041120	ZMO0940	206.628	1041285	1041286	TSS_2309	+	-166	ZMO0940 (MarR)	TF homology	ZMO1023
ZM4	1042698	1042699	ZMO0940	140.261	1042612	1042613	TSS_2312	+	86	ZMO0940 (MarR)	TF homology	ZMO1025
ZM4	1047195	1047196	ZMO0940	2.03789	1047209	1047210	TSS_2319	+	-14	ZMO0940 (MarR)	TF homology	ZMO1032
ZM4	1055183	1055184	ZMO0940	15.5431	1055163	1055164	TSS_2348	+	20	ZMO0940 (MarR)	TF homology	ZMO1040
ZM4	1061251	1061252	ZMO0940	395.646	1061294	1061295	TSS_2358	+	-43	ZMO0940 (MarR)	TF homology	ZMO1044
ZM4	1071497	1071498	ZMO0940	192.563	1071475	1071476	TSS_2379	+	22	ZMO0940 (MarR)	TF homology	ZMO1055
ZM4	1083370	1083371	ZMO0940	57.8069	1083368	1083369	TSS_2419	-	-2	ZMO0940 (MarR)	TF homology	ZMO1070
ZM4	1094525	1094526	ZMO0940	239.156	1094581	1094582	TSS_2437	+	-56	ZMO0940 (MarR)	TF homology	ZMO1085
ZM4	1098781	1098782	ZMO0940	331.943	1098806	1098807	TSS_2440	+	-25	ZMO0940 (MarR)	TF homology	ZMO1086
ZM4	1119382	1119383	ZMO0940	326.749	1119183	1119184	TSS_2458	-	-199	ZMO0940 (MarR)	TF homology	ZMO1100
ZM4	1119908	1119909	ZMO0940	50.0502	1119792	1119793	TSS_2459	-	-116	ZMO0940 (MarR)	TF homology	ZMO1101
ZM4	1127170	1127171	ZMO0940	123.224	1127127	1127128	TSS_2486	-	-43	ZMO0940 (MarR)	TF homology	ZMO1109
ZM4	1130912	1130913	ZMO0940	113.07	1130795	1130796	TSS_2501	+	117	ZMO0940 (MarR)	TF homology	ZMO1114
ZM4	1132809	1132810	ZMO0940	37330.1	1132916	1132917	TSS_2506	+	-107	ZMO0940 (MarR)	TF homology	ZMO1116
ZM4	1139145	1139146	ZMO0940	64.8012	1139181	1139182	TSS_2512	+	-36	ZMO0940 (MarR)	TF homology	ZMO1118
ZM4	1140721	1140722	ZMO0940	58.599	1140919	1140920	TSS_2513	-	198	ZMO0940 (MarR)	TF homology	ZMO1121
ZM4	1163290	1163291	ZMO0940	499.513	1163348	1163349	TSS_2573	-	58	ZMO0940 (MarR)	TF homology	ZMO1142
