chrm	peak_start	peak_end	TF	peak_enrichment	gene_start	gene	gene_strand	distance	simple_name	class
ZM4	1820186	1820187	ZMO0373	61.0951	1820221	ZMO1_ZMOt041	-	35	ZMO0373 (Global reg)	Predicted DBD
ZM4	1824113	1824114	ZMO0373	38.3126	1824074	ZMO1_ZMO1777	+	39	ZMO0373 (Global reg)	Predicted DBD
ZM4	1826376	1826377	ZMO0373	117.754	1826236	ZMO1_ZMO1778	-	-140	ZMO0373 (Global reg)	Predicted DBD
ZM4	1826986	1826987	ZMO0373	6768.49	1826834	ZMO1_ZMO1779	-	-152	ZMO0373 (Global reg)	Predicted DBD
ZM4	1828813	1828814	ZMO0373	56.2573	1828669	ZMO1_ZMO1782	+	144	ZMO0373 (Global reg)	Predicted DBD
ZM4	1831472	1831473	ZMO0373	59.3969	1831324	ZMO1_ZMO1786	+	148	ZMO0373 (Global reg)	Predicted DBD
ZM4	1838899	1838900	ZMO0373	418.573	1838859	ZMO1_ZMO1793	+	40	ZMO0373 (Global reg)	Predicted DBD
ZM4	1843134	1843135	ZMO0373	89.2862	1843003	rpsA	+	131	ZMO0373 (Global reg)	Predicted DBD
ZM4	1848796	1848797	ZMO0373	88.0671	1848878	cbbZ	-	82	ZMO0373 (Global reg)	Predicted DBD
ZM4	1857023	1857024	ZMO0373	35.497	1857183	rnfB	-	160	ZMO0373 (Global reg)	Predicted DBD
ZM4	1857253	1857254	ZMO0373	79.3633	1857183	rnfB	-	-70	ZMO0373 (Global reg)	Predicted DBD
ZM4	1860499	1860500	ZMO0373	1781.45	1860457	ZMO1_ZMO1815	-	-42	ZMO0373 (Global reg)	Predicted DBD
ZM4	1864723	1864724	ZMO0373	18.8665	1864819	nifZ	+	-96	ZMO0373 (Global reg)	Predicted DBD
ZM4	1865030	1865031	ZMO0373	25.9458	1865094	fixU	+	-64	ZMO0373 (Global reg)	Predicted DBD
ZM4	1868246	1868247	ZMO0373	38.8448	1868308	ZMO1_ZMO1822	-	62	ZMO0373 (Global reg)	Predicted DBD
ZM4	1868420	1868421	ZMO0373	171.833	1868308	ZMO1_ZMO1822	-	-112	ZMO0373 (Global reg)	Predicted DBD
ZM4	1876117	1876118	ZMO0373	446.911	1876045	ZMO1_ZMO1829	+	72	ZMO0373 (Global reg)	Predicted DBD
ZM4	1878069	1878070	ZMO0373	8.68789	1877966	nifU	+	103	ZMO0373 (Global reg)	Predicted DBD
ZM4	1880499	1880500	ZMO0373	122.024	1880656	nifW	+	-157	ZMO0373 (Global reg)	Predicted DBD
ZM4	1882616	1882617	ZMO0373	123.099	1882624	ZMO1_ZMO2029	-	8	ZMO0373 (Global reg)	Predicted DBD
ZM4	1882757	1882758	ZMO0373	198.674	1882624	ZMO1_ZMO2029	-	-133	ZMO0373 (Global reg)	Predicted DBD
ZM4	1883133	1883134	ZMO0373	37.599	1883186	ZMO1_ZMO1840	-	53	ZMO0373 (Global reg)	Predicted DBD
ZM4	1894472	1894473	ZMO0373	200.204	1894297	dapA2	-	-175	ZMO0373 (Global reg)	Predicted DBD
ZM4	1905614	1905615	ZMO0373	743.339	1905549	ZMO1_ZMOr006	-	-65	ZMO0373 (Global reg)	Predicted DBD
ZM4	1906485	1906486	ZMO0373	2723.46	1906412	rpfN	+	73	ZMO0373 (Global reg)	Predicted DBD
ZM4	1912418	1912419	ZMO0373	93.5616	1912433	ZMO1_ZMO1864	+	-15	ZMO0373 (Global reg)	Predicted DBD
ZM4	1912595	1912596	ZMO0373	278.761	1912433	ZMO1_ZMO1864	+	162	ZMO0373 (Global reg)	Predicted DBD
ZM4	1919466	1919467	ZMO0373	787.081	1919401	ZMO1_ZMOr009	-	-65	ZMO0373 (Global reg)	Predicted DBD
ZM4	1923904	1923905	ZMO0373	384.726	1924083	ZMO1_ZMO1869	-	179	ZMO0373 (Global reg)	Predicted DBD
ZM4	1929628	1929629	ZMO0373	548.925	1929717	ZMO1_ZMO1877	-	89	ZMO0373 (Global reg)	Predicted DBD
ZM4	1941103	1941104	ZMO0373	214.929	1940987	entB	-	-116	ZMO0373 (Global reg)	Predicted DBD
ZM4	1950136	1950137	ZMO0373	101.129	1950208	ZMO1_ZMOt051	+	-72	ZMO0373 (Global reg)	Predicted DBD
ZM4	1954159	1954160	ZMO0373	222.923	1954345	ZMO1_ZMO1901	-	186	ZMO0373 (Global reg)	Predicted DBD
ZM4	1955968	1955969	ZMO0373	152.32	1956052	ZMO1_ZMO1904	+	-84	ZMO0373 (Global reg)	Predicted DBD
ZM4	1961545	1961546	ZMO0373	1126.77	1961504	mutS	-	-41	ZMO0373 (Global reg)	Predicted DBD
ZM4	1963623	1963624	ZMO0373	56.5759	1963783	ZMO1_ZMO1911	+	-160	ZMO0373 (Global reg)	Predicted DBD
ZM4	1963827	1963828	ZMO0373	189.03	1963783	ZMO1_ZMO1911	+	44	ZMO0373 (Global reg)	Predicted DBD
ZM4	1965966	1965967	ZMO0373	46.4014	1965833	gshB	+	133	ZMO0373 (Global reg)	Predicted DBD
ZM4	1971132	1971133	ZMO0373	83.6297	1971065	bioA	+	67	ZMO0373 (Global reg)	Predicted DBD
ZM4	1977454	1977455	ZMO0373	41.3956	1977631	ZMO1_ZMO1923	+	-177	ZMO0373 (Global reg)	Predicted DBD
ZM4	1977646	1977647	ZMO0373	575.552	1977631	ZMO1_ZMO1923	+	15	ZMO0373 (Global reg)	Predicted DBD
ZM4	1980214	1980215	ZMO0373	118.672	1980071	ZMO1_ZMO1924	-	-143	ZMO0373 (Global reg)	Predicted DBD
ZM4	1984147	1984148	ZMO0373	309.224	1984252	groES	+	-105	ZMO0373 (Global reg)	Predicted DBD
ZM4	1984696	1984697	ZMO0373	15.8454	1984724	groEL	+	-28	ZMO0373 (Global reg)	Predicted DBD
ZM4	1990582	1990583	ZMO0373	110.402	1990678	ZMO1_ZMO1932	-	96	ZMO0373 (Global reg)	Predicted DBD
ZM4	1991958	1991959	ZMO0373	3406.4	1992057	ZMO1_ZMO1933	-	99	ZMO0373 (Global reg)	Predicted DBD
ZM4	1996304	1996305	ZMO0373	1336.29	1996262	ZMO1_ZMO1937	+	42	ZMO0373 (Global reg)	Predicted DBD
ZM4	1998082	1998083	ZMO0373	35.7996	1998208	ZMO1_ZMO2037	+	-126	ZMO0373 (Global reg)	Predicted DBD
ZM4	1998243	1998244	ZMO0373	7.38889	1998208	ZMO1_ZMO2037	+	35	ZMO0373 (Global reg)	Predicted DBD
ZM4	1998741	1998742	ZMO0373	2215.88	1998908	ZMO1_ZMO1941	+	-167	ZMO0373 (Global reg)	Predicted DBD
ZM4	2004685	2004686	ZMO0373	78.6691	2004815	ZMO1_ZMO1947	+	-130	ZMO0373 (Global reg)	Predicted DBD
ZM4	2005110	2005111	ZMO0373	53.7388	2005274	ZMO1_ZMO1948	+	-164	ZMO0373 (Global reg)	Predicted DBD
ZM4	2005252	2005253	ZMO0373	10.2031	2005274	ZMO1_ZMO1948	+	-22	ZMO0373 (Global reg)	Predicted DBD
ZM4	2005668	2005669	ZMO0373	26.4586	2005747	ZMO1_ZMO1949	+	-79	ZMO0373 (Global reg)	Predicted DBD
ZM4	2005928	2005929	ZMO0373	580.454	2005747	ZMO1_ZMO1949	+	181	ZMO0373 (Global reg)	Predicted DBD
ZM4	2007814	2007815	ZMO0373	47.8153	2007672	ZMO1_ZMO2038	+	142	ZMO0373 (Global reg)	Predicted DBD
ZM4	2008029	2008030	ZMO0373	9.53174	2008129	ZMO1_ZMO2039	+	-100	ZMO0373 (Global reg)	Predicted DBD
ZM4	2008578	2008579	ZMO0373	28.1399	2008559	rraA	+	19	ZMO0373 (Global reg)	Predicted DBD
ZM4	2010250	2010251	ZMO0373	140.995	2010274	panC2	+	-24	ZMO0373 (Global reg)	Predicted DBD
ZM4	2013403	2013404	ZMO0373	150.443	2013483	mdh	-	80	ZMO0373 (Global reg)	Predicted DBD
ZM4	2017202	2017203	ZMO0373	12.8421	2017113	ZMO1_ZMO1958	-	-89	ZMO0373 (Global reg)	Predicted DBD
ZM4	2023162	2023163	ZMO0373	983.207	2023045	ZMO1_ZMO1962	+	117	ZMO0373 (Global reg)	Predicted DBD
ZM4	2025688	2025689	ZMO0373	164.041	2025753	gltA	-	65	ZMO0373 (Global reg)	Predicted DBD
ZM4	2033928	2033929	ZMO0373	456.095	2033903	ZMO1_ZMO1969	-	-25	ZMO0373 (Global reg)	Predicted DBD
ZM4	2036729	2036730	ZMO0373	44.9921	2036639	ZMO1_ZMO1974	+	90	ZMO0373 (Global reg)	Predicted DBD
ZM4	2043652	2043653	ZMO0373	21.5057	2043688	gidB	-	36	ZMO0373 (Global reg)	Predicted DBD
ZM4	2057845	2057846	ZMO0373	98.7305	2058037	hemE	-	192	ZMO0373 (Global reg)	Predicted DBD
pZM32	20365	20366	ZMO0373	68.3273	20380	ZMO1_ZMOp32x020	+	-15	ZMO0373 (Global reg)	Predicted DBD
pZM32	24888	24889	ZMO0373	45.0366	24739	ZMO1_ZMOp32x033	-	-149	ZMO0373 (Global reg)	Predicted DBD
pZM33	2757	2758	ZMO0373	47.348	2787	ZMO1_ZMOp33x006	+	-30	ZMO0373 (Global reg)	Predicted DBD
pZM33	6239	6240	ZMO0373	127.91	6212	ZMO1_ZMOp33x010	+	27	ZMO0373 (Global reg)	Predicted DBD
pZM33	8968	8969	ZMO0373	152.856	8957	ZMO1_ZMOp33x012	+	11	ZMO0373 (Global reg)	Predicted DBD
pZM33	12446	12447	ZMO0373	1149.44	12297	ZMO1_ZMOp33x016	+	149	ZMO0373 (Global reg)	Predicted DBD
pZM33	19147	19148	ZMO0373	1382.75	19135	ZMO1_ZMOp33x023	+	12	ZMO0373 (Global reg)	Predicted DBD
pZM33	30607	30608	ZMO0373	57.9997	30635	ZMO1_ZMOp33x036	+	-28	ZMO0373 (Global reg)	Predicted DBD
pZM36	458	459	ZMO0373	75.3493	280	ZMO1_ZMOp36x001	+	178	ZMO0373 (Global reg)	Predicted DBD
pZM36	891	892	ZMO0373	492.222	717	ZMO1_ZMOp36x002	+	174	ZMO0373 (Global reg)	Predicted DBD
pZM36	1195	1196	ZMO0373	93.6063	1084	ZMO1_ZMOp36x003	+	111	ZMO0373 (Global reg)	Predicted DBD
pZM36	6537	6538	ZMO0373	63.6066	6689	ZMO1_ZMOp36x009	+	-152	ZMO0373 (Global reg)	Predicted DBD
pZM36	10386	10387	ZMO0373	962.638	10500	ZMO1_ZMOp36x014	+	-114	ZMO0373 (Global reg)	Predicted DBD
pZM36	14978	14979	ZMO0373	196.134	15080	ZMO1_ZMOp36x018	-	102	ZMO0373 (Global reg)	Predicted DBD
pZM36	15247	15248	ZMO0373	30.4836	15080	ZMO1_ZMOp36x018	-	-167	ZMO0373 (Global reg)	Predicted DBD
pZM36	15523	15524	ZMO0373	25.1276	15453	ZMO1_ZMOp36x048	-	-70	ZMO0373 (Global reg)	Predicted DBD
pZM36	17070	17071	ZMO0373	5866.83	17232	ZMO1_ZMOp36x051	-	162	ZMO0373 (Global reg)	Predicted DBD
pZM36	17485	17486	ZMO0373	53.0624	17663	ZMO1_ZMOp36x052	-	178	ZMO0373 (Global reg)	Predicted DBD
pZM36	24403	24404	ZMO0373	59.5106	24267	ZMO1_ZMOp36x033	+	136	ZMO0373 (Global reg)	Predicted DBD
pZM36	24991	24992	ZMO0373	137.853	25053	ZMO1_ZMOp36x036	+	-62	ZMO0373 (Global reg)	Predicted DBD
pZM36	28964	28965	ZMO0373	1318.81	28793	ZMO1_ZMOp36x039	+	171	ZMO0373 (Global reg)	Predicted DBD
pZM36	30989	30990	ZMO0373	226.749	31040	ZMO1_ZMOp36x041	-	51	ZMO0373 (Global reg)	Predicted DBD
pZM39	35030	35031	ZMO0373	429.109	34876	ZMO1_ZMOp39x031	+	154	ZMO0373 (Global reg)	Predicted DBD
ZM4	437758	437759	ZMO0471	16.8796	437901	ZMO1_ZMO0440	+	-143	ZMO0471 (LysR)	TF homology
ZM4	600712	600713	ZMO0471	10.4442	600580	ZMO1_ZMO0601	+	132	ZMO0471 (LysR)	TF homology
ZM4	1351639	1351640	ZMO0471	70.976	1351813	ZMO1_ZMO1334	+	-174	ZMO0471 (LysR)	TF homology
ZM4	1519492	1519493	ZMO0471	11.7188	1519568	ZMO1_ZMO2071	-	76	ZMO0471 (LysR)	TF homology
ZM4	1635887	1635888	ZMO0471	5.17922	1635854	ZMO1_ZMO1593	-	-33	ZMO0471 (LysR)	TF homology
ZM4	1636136	1636137	ZMO0471	937.036	1636123	ZMO1_ZMO2074	-	-13	ZMO0471 (LysR)	TF homology
ZM4	1860622	1860623	ZMO0471	10.6169	1860457	ZMO1_ZMO1815	-	-165	ZMO0471 (LysR)	TF homology
ZM4	1906367	1906368	ZMO0471	28.8007	1906412	rpfN	+	-45	ZMO0471 (LysR)	TF homology
ZM4	379274	379275	ZMO0478	29.202	379203	ZMO1_ZMO0373	-	-71	ZMO0478 (Winged Helix)	TF homology
ZM4	741843	741844	ZMO0478	102.219	741785	ZMO1_ZMO0739	-	-58	ZMO0478 (Winged Helix)	TF homology
ZM4	1509349	1509350	ZMO0478	17.7622	1509453	ZMO1_ZMO1483	-	104	ZMO0478 (Winged Helix)	TF homology
ZM4	1519486	1519487	ZMO0478	16.9636	1519568	ZMO1_ZMO2071	-	82	ZMO0478 (Winged Helix)	TF homology
ZM4	49273	49274	ZMO0626t	1228.63	49227	pcaD	-	-46	ZMO0626t (σ28)	Sigma factor
ZM4	318409	318410	ZMO0626t	27.672	318262	ZMO1_ZMO0315	-	-147	ZMO0626t (σ28)	Sigma factor
ZM4	71599	71600	ZMO0631	536.858	71406	cheB1	-	-193	ZMO0631 (Fis-σ54)	TF homology
ZM4	228186	228187	ZMO0631	88.3556	228222	ZMO1_ZMO0231	+	-36	ZMO0631 (Fis-σ54)	TF homology
ZM4	332753	332754	ZMO0631	91.7983	332579	ZMO1_ZMO0335	+	174	ZMO0631 (Fis-σ54)	TF homology
ZM4	398930	398931	ZMO0631	8.37048	399055	ZMO1_ZMO0399	+	-125	ZMO0631 (Fis-σ54)	TF homology
ZM4	524121	524122	ZMO0631	218.747	523940	rpsC	+	181	ZMO0631 (Fis-σ54)	TF homology
ZM4	610006	610007	ZMO0631	29.8067	610131	flgI	-	125	ZMO0631 (Fis-σ54)	TF homology
ZM4	615391	615392	ZMO0631	60598.9	615461	motA2	+	-70	ZMO0631 (Fis-σ54)	TF homology
ZM4	991110	991111	ZMO0631	2337	990932	ZMO1_ZMO0973	+	178	ZMO0631 (Fis-σ54)	TF homology
ZM4	1074660	1074661	ZMO0631	2.03305	1074550	cca	-	-110	ZMO0631 (Fis-σ54)	TF homology
ZM4	1074902	1074903	ZMO0631	1685.73	1075088	ZMO1_ZMO1057	-	186	ZMO0631 (Fis-σ54)	TF homology
ZM4	1181731	1181732	ZMO0631	7615.54	1181773	phoB	+	-42	ZMO0631 (Fis-σ54)	TF homology
ZM4	1240658	1240659	ZMO0631	61.299	1240538	ZMO1_ZMO1214	+	120	ZMO0631 (Fis-σ54)	TF homology
ZM4	1359388	1359389	ZMO0631	2220.96	1359336	dkgA	+	52	ZMO0631 (Fis-σ54)	TF homology
ZM4	1998713	1998714	ZMO0631	90.8118	1998908	ZMO1_ZMO1941	+	-195	ZMO0631 (Fis-σ54)	TF homology
ZM4	39450	39451	ZMO0774	123.307	39421	nagE1	-	-29	ZMO0774 (LysR)	TF homology
ZM4	49281	49282	ZMO0774	64.7211	49227	pcaD	-	-54	ZMO0774 (LysR)	TF homology
ZM4	86422	86423	ZMO0774	47.312	86441	ZMO1_ZMO2042	+	-19	ZMO0774 (LysR)	TF homology
ZM4	103948	103949	ZMO0774	14.6633	104016	ZMO1_ZMO0116	+	-68	ZMO0774 (LysR)	TF homology
ZM4	121698	121699	ZMO0774	28.3263	121837	ZMO1_ZMO0133	+	-139	ZMO0774 (LysR)	TF homology
ZM4	127495	127496	ZMO0774	15.5217	127569	ZMO1_ZMO0137	+	-74	ZMO0774 (LysR)	TF homology
ZM4	130843	130844	ZMO0774	54.8443	130699	ZMO1_ZMO0142	+	144	ZMO0774 (LysR)	TF homology
ZM4	161240	161241	ZMO0774	45.8624	161129	ZMO1_ZMO0174	-	-111	ZMO0774 (LysR)	TF homology
ZM4	173846	173847	ZMO0774	66.4819	173736	ZMO1_ZMO0184	+	110	ZMO0774 (LysR)	TF homology
ZM4	177703	177704	ZMO0774	26.9984	177746	fhuE	+	-43	ZMO0774 (LysR)	TF homology
ZM4	182518	182519	ZMO0774	2179.38	182507	ZMO1_ZMO0190	-	-11	ZMO0774 (LysR)	TF homology
ZM4	208619	208620	ZMO0774	158.014	208677	shdA	-	58	ZMO0774 (LysR)	TF homology
ZM4	216886	216887	ZMO0774	28.1905	217046	ZMO1_ZMO0221	+	-160	ZMO0774 (LysR)	TF homology
ZM4	229751	229752	ZMO0774	110.989	229636	ZMO1_ZMO0232	-	-115	ZMO0774 (LysR)	TF homology
ZM4	232142	232143	ZMO0774	1696.77	232262	ZMO1_ZMO0234	-	120	ZMO0774 (LysR)	TF homology
ZM4	234433	234434	ZMO0774	89.6165	234262	ZMO1_ZMO2046	-	-171	ZMO0774 (LysR)	TF homology
ZM4	244977	244978	ZMO0774	15.9713	245174	ZMO1_ZMO0252	+	-197	ZMO0774 (LysR)	TF homology
ZM4	260950	260951	ZMO0774	30.7311	260995	ZMO1_ZMO0257	+	-45	ZMO0774 (LysR)	TF homology
ZM4	299296	299297	ZMO0774	250.122	299172	ZMO1_ZMO0293	-	-124	ZMO0774 (LysR)	TF homology
ZM4	338749	338750	ZMO0774	12.361	338679	ZMO1_ZMO0343	-	-70	ZMO0774 (LysR)	TF homology
ZM4	418179	418180	ZMO0774	20.7853	418116	ZMO1_ZMO0412	-	-63	ZMO0774 (LysR)	TF homology
ZM4	472880	472881	ZMO0774	92.1393	472882	ZMO1_ZMO0480	+	-2	ZMO0774 (LysR)	TF homology
ZM4	512642	512643	ZMO0774	46.097	512750	ZMO1_ZMO0511	+	-108	ZMO0774 (LysR)	TF homology
ZM4	524712	524713	ZMO0774	19.0731	524699	rplP	+	13	ZMO0774 (LysR)	TF homology
ZM4	530218	530219	ZMO0774	154.385	530389	secY	+	-171	ZMO0774 (LysR)	TF homology
ZM4	548441	548442	ZMO0774	68.5649	548400	rpsO	-	-41	ZMO0774 (LysR)	TF homology
ZM4	553609	553610	ZMO0774	139.863	553472	infB	-	-137	ZMO0774 (LysR)	TF homology
ZM4	563036	563037	ZMO0774	60.4544	562952	ZMO1_ZMO0561	-	-84	ZMO0774 (LysR)	TF homology
ZM4	563036	563037	ZMO0774	60.4544	563120	hisC4	+	-84	ZMO0774 (LysR)	TF homology
ZM4	573731	573732	ZMO0774	10.5293	573858	ZMO1_ZMO0571	+	-127	ZMO0774 (LysR)	TF homology
ZM4	583754	583755	ZMO0774	2.03364	583717	ZMO1_ZMO0578	-	-37	ZMO0774 (LysR)	TF homology
ZM4	584194	584195	ZMO0774	274.614	584103	ZMO1_ZMO0581	+	91	ZMO0774 (LysR)	TF homology
ZM4	591516	591517	ZMO0774	16.6474	591559	radA	+	-43	ZMO0774 (LysR)	TF homology
ZM4	611562	611563	ZMO0774	49.5404	611610	flgG	-	48	ZMO0774 (LysR)	TF homology
ZM4	625460	625461	ZMO0774	419.521	625309	fliC	-	-151	ZMO0774 (LysR)	TF homology
ZM4	639147	639148	ZMO0774	6.24426	639020	fliR	+	127	ZMO0774 (LysR)	TF homology
ZM4	647661	647662	ZMO0774	912.673	647767	ZMO1_ZMO0654	-	106	ZMO0774 (LysR)	TF homology
ZM4	673714	673715	ZMO0774	208.184	673864	ZMO1_ZMO0680	+	-150	ZMO0774 (LysR)	TF homology
ZM4	678272	678273	ZMO0774	31.0137	678305	ZMO1_ZMO0682	+	-33	ZMO0774 (LysR)	TF homology
ZM4	693808	693809	ZMO0774	124.746	693720	ZMO1_ZMO0694	-	-88	ZMO0774 (LysR)	TF homology
ZM4	699377	699378	ZMO0774	13.2729	699347	ZMO1_ZMO0698	-	-30	ZMO0774 (LysR)	TF homology
ZM4	771345	771346	ZMO0774	51191.8	771215	ZMO1_ZMO0774	-	-130	ZMO0774 (LysR)	TF homology
ZM4	788638	788639	ZMO0774	190.725	788772	ZMO1_ZMO0789	+	-134	ZMO0774 (LysR)	TF homology
ZM4	791511	791512	ZMO0774	61.1022	791564	ZMO1_ZMO2054	+	-53	ZMO0774 (LysR)	TF homology
ZM4	820086	820087	ZMO0774	5.61801	820002	ZMO1_ZMO2056	-	-84	ZMO0774 (LysR)	TF homology
ZM4	842223	842224	ZMO0774	18.5425	842401	ftsA	+	-178	ZMO0774 (LysR)	TF homology
ZM4	857827	857828	ZMO0774	313.914	857720	kefB	-	-107	ZMO0774 (LysR)	TF homology
ZM4	862204	862205	ZMO0774	14.7424	862117	ZMO1_ZMO0849	-	-87	ZMO0774 (LysR)	TF homology
ZM4	888590	888591	ZMO0774	28.0604	888637	hpnM	+	-47	ZMO0774 (LysR)	TF homology
ZM4	928502	928503	ZMO0774	22.8503	928413	ZMO1_ZMO0912	+	89	ZMO0774 (LysR)	TF homology
ZM4	934670	934671	ZMO0774	474.689	934825	ZMO1_ZMO0916	+	-155	ZMO0774 (LysR)	TF homology
ZM4	935606	935607	ZMO0774	757.198	935633	ZMO1_ZMO0917	+	-27	ZMO0774 (LysR)	TF homology
ZM4	938692	938693	ZMO0774	63.9723	938805	ZMO1_ZMO0919	+	-113	ZMO0774 (LysR)	TF homology
ZM4	942187	942188	ZMO0774	16.8729	942239	ZMO1_ZMO0920	-	52	ZMO0774 (LysR)	TF homology
ZM4	954172	954173	ZMO0774	5.86012	954115	zliE	-	-57	ZMO0774 (LysR)	TF homology
ZM4	955170	955171	ZMO0774	25.1667	955259	ZMO1_ZMO0936	+	-89	ZMO0774 (LysR)	TF homology
ZM4	969157	969158	ZMO0774	40.4195	969020	clpX	+	137	ZMO0774 (LysR)	TF homology
ZM4	988809	988810	ZMO0774	43.859	988661	add2	+	148	ZMO0774 (LysR)	TF homology
ZM4	1010247	1010248	ZMO0774	38.4848	1010290	ibpA	-	43	ZMO0774 (LysR)	TF homology
ZM4	1019996	1019997	ZMO0774	70.1639	1020112	ZMO1_ZMO1001	+	-116	ZMO0774 (LysR)	TF homology
ZM4	1025993	1025994	ZMO0774	19.3166	1025821	folP	+	172	ZMO0774 (LysR)	TF homology
ZM4	1055158	1055159	ZMO0774	154.211	1055355	ZMO1_ZMO1040	+	-197	ZMO0774 (LysR)	TF homology
ZM4	1078506	1078507	ZMO0774	155.665	1078584	pspA	+	-78	ZMO0774 (LysR)	TF homology
ZM4	1094552	1094553	ZMO0774	32.0608	1094691	bcsC	+	-139	ZMO0774 (LysR)	TF homology
ZM4	1101027	1101028	ZMO0774	23.1845	1101024	rlpA	+	3	ZMO0774 (LysR)	TF homology
ZM4	1107978	1107979	ZMO0774	21.8617	1107844	mazG	+	134	ZMO0774 (LysR)	TF homology
ZM4	1173857	1173858	ZMO0774	10.3488	1173703	frr	-	-154	ZMO0774 (LysR)	TF homology
ZM4	1194595	1194596	ZMO0774	18.8142	1194726	ZMO1_ZMO1173	-	131	ZMO0774 (LysR)	TF homology
ZM4	1198286	1198287	ZMO0774	96.1632	1198360	ZMO1_ZMO1176	-	74	ZMO0774 (LysR)	TF homology
ZM4	1203371	1203372	ZMO0774	181.353	1203279	hutG1	-	-92	ZMO0774 (LysR)	TF homology
ZM4	1208952	1208953	ZMO0774	6.67293	1209063	mltB	+	-111	ZMO0774 (LysR)	TF homology
ZM4	1261021	1261022	ZMO0774	15.7349	1260857	dxs1	-	-164	ZMO0774 (LysR)	TF homology
ZM4	1262974	1262975	ZMO0774	46.767	1262780	adhA	-	-194	ZMO0774 (LysR)	TF homology
ZM4	1278752	1278753	ZMO0774	107.803	1278835	ssuA	+	-83	ZMO0774 (LysR)	TF homology
ZM4	1280764	1280765	ZMO0774	28.1115	1280672	ssuB	+	92	ZMO0774 (LysR)	TF homology
ZM4	1302489	1302490	ZMO0774	13.6876	1302389	sldS	-	-100	ZMO0774 (LysR)	TF homology
ZM4	1304056	1304057	ZMO0774	21.0216	1303926	ZMO1_ZMO1287	-	-130	ZMO0774 (LysR)	TF homology
ZM4	1307752	1307753	ZMO0774	1.93162	1307603	ZMO1_ZMO1291	-	-149	ZMO0774 (LysR)	TF homology
ZM4	1315554	1315555	ZMO0774	6.86397	1315744	ZMO1_ZMO2016	+	-190	ZMO0774 (LysR)	TF homology
ZM4	1319675	1319676	ZMO0774	145.83	1319849	ZMO1_ZMO1301	-	174	ZMO0774 (LysR)	TF homology
ZM4	1345511	1345512	ZMO0774	201.528	1345629	nagE	+	-118	ZMO0774 (LysR)	TF homology
ZM4	1425322	1425323	ZMO0774	356.561	1425383	cbbF2	-	61	ZMO0774 (LysR)	TF homology
ZM4	1425906	1425907	ZMO0774	25.1326	1425926	bfr1	+	-20	ZMO0774 (LysR)	TF homology
ZM4	1444245	1444246	ZMO0774	8.89402	1444264	ZMO1_ZMO1426	+	-19	ZMO0774 (LysR)	TF homology
ZM4	1470809	1470810	ZMO0774	13.5539	1470981	phrB	+	-172	ZMO0774 (LysR)	TF homology
ZM4	1486045	1486046	ZMO0774	123.569	1485986	ZMO1_ZMO1463	-	-59	ZMO0774 (LysR)	TF homology
ZM4	1486408	1486409	ZMO0774	60.2212	1486337	ZMO1_ZMO1464	-	-71	ZMO0774 (LysR)	TF homology
ZM4	1492343	1492344	ZMO0774	3.2917	1492410	ZMO1_ZMO1468	-	67	ZMO0774 (LysR)	TF homology
ZM4	1492536	1492537	ZMO0774	2.52975	1492410	ZMO1_ZMO1468	-	-126	ZMO0774 (LysR)	TF homology
ZM4	1497289	1497290	ZMO0774	15.5759	1497475	ZMO1_ZMO1475	+	-186	ZMO0774 (LysR)	TF homology
ZM4	1509328	1509329	ZMO0774	26.5618	1509453	ZMO1_ZMO1483	-	125	ZMO0774 (LysR)	TF homology
ZM4	1517273	1517274	ZMO0774	800.718	1517389	ZMO1_ZMO1490	+	-116	ZMO0774 (LysR)	TF homology
ZM4	1519763	1519764	ZMO0774	41.0489	1519568	ZMO1_ZMO2071	-	-195	ZMO0774 (LysR)	TF homology
ZM4	1522295	1522296	ZMO0774	45.8007	1522124	ZMO1_ZMO1495	-	-171	ZMO0774 (LysR)	TF homology
ZM4	1563140	1563141	ZMO0774	5443.85	1563298	ZMO1_ZMO1530	+	-158	ZMO0774 (LysR)	TF homology
ZM4	1573863	1573864	ZMO0774	70.4976	1574009	feoA	+	-146	ZMO0774 (LysR)	TF homology
ZM4	1618409	1618410	ZMO0774	212.059	1618304	ZMO1_ZMOr002	-	-105	ZMO0774 (LysR)	TF homology
ZM4	1653379	1653380	ZMO0774	95.5405	1653427	ZMO1_ZMO1609	+	-48	ZMO0774 (LysR)	TF homology
ZM4	1655275	1655276	ZMO0774	115.285	1655228	ZMO1_ZMO1612	+	47	ZMO0774 (LysR)	TF homology
ZM4	1657382	1657383	ZMO0774	95.7602	1657283	greA	-	-99	ZMO0774 (LysR)	TF homology
ZM4	1677030	1677031	ZMO0774	6.11584	1676915	ZMO1_ZMO1631	-	-115	ZMO0774 (LysR)	TF homology
ZM4	1687744	1687745	ZMO0774	60.2229	1687564	tyrS	+	180	ZMO0774 (LysR)	TF homology
ZM4	1726749	1726750	ZMO0774	49.299	1726753	ZMO1_ZMO1681	+	-4	ZMO0774 (LysR)	TF homology
ZM4	1734535	1734536	ZMO0774	16.7922	1734730	hisZ	+	-195	ZMO0774 (LysR)	TF homology
ZM4	1770744	1770745	ZMO0774	43.1266	1770678	gloA3	-	-66	ZMO0774 (LysR)	TF homology
ZM4	1780577	1780578	ZMO0774	25.8476	1780552	ZMO1_ZMO1734	+	25	ZMO0774 (LysR)	TF homology
